2,1
29,1
89,1
1,2
3,2
4,2
10,2
32,2
35,2
37,2
43,2
64,2
70,2
2,3
4,3
35,3
70,3
2,4
3,4
10,4
35,4
37,4
43,4
59,4
64,4
70,4
98,4
18,5
24,5
31,5
11,6
14,6
69,6
13,7
14,7
32,7
69,7
33,8
57,8
78,8
28,9
47,9
63,9
2,10
4,10
35,10
43,10
70,10
6,11
14,11
38,11
69,11
39,12
46,12
87,12
7,13
18,13
31,13
6,14
7,14
11,14
18,14
21,14
31,14
32,14
53,14
69,14
82,14
49,15
56,15
83,15
100,16
38,17
63,17
66,17
98,17
5,18
13,18
14,18
22,18
24,18
25,18
31,18
34,18
36,18
38,18
42,18
48,18
54,18
57,18
61,18
73,18
76,18
84,18
85,18
86,18
92,18
97,18
100,19
72,20
89,20
14,21
59,21
69,21
18,22
24,22
31,22
84,22
50,23
56,23
68,23
89,23
5,24
18,24
22,24
27,24
31,24
34,24
36,24
48,24
54,24
57,24
61,24
73,24
76,24
82,24
84,24
86,24
18,25
36,25
39,25
47,25
54,25
44,26
45,26
57,26
85,26
24,27
60,27
89,27
9,28
40,28
44,28
47,28
58,28
63,28
77,28
90,28
95,28
97,28
1,29
59,29
60,29
89,29
41,30
62,30
74,30
75,30
94,30
100,30
5,31
13,31
14,31
18,31
22,31
24,31
34,31
36,31
47,31
48,31
54,31
55,31
73,31
76,31
84,31
86,31
92,31
2,32
7,32
14,32
53,32
69,32
82,32
8,33
52,33
57,33
18,34
24,34
31,34
47,34
48,34
86,34
92,34
2,35
3,35
4,35
10,35
64,35
18,36
24,36
25,36
31,36
54,36
2,37
4,37
70,37
89,37
11,38
17,38
18,38
66,38
70,38
81,38
91,38
93,38
98,38
12,39
25,39
46,39
87,39
88,39
28,40
47,40
63,40
77,40
30,41
100,41
18,42
48,42
76,42
92,42
2,43
4,43
10,43
82,43
26,44
28,44
47,44
63,44
65,44
81,44
26,45
57,45
96,45
12,46
39,46
87,46
88,46
9,47
25,47
28,47
31,47
34,47
40,47
44,47
53,47
58,47
63,47
65,47
71,47
77,47
81,47
90,47
95,47
97,47
99,47
18,48
24,48
31,48
34,48
42,48
54,48
76,48
84,48
15,49
50,49
80,49
23,50
49,50
56,50
68,50
69,50
80,50
83,50
59,51
60,51
89,51
33,52
57,52
85,52
96,52
14,53
32,53
47,53
69,53
18,54
24,54
25,54
31,54
36,54
48,54
73,54
76,54
84,54
92,54
31,55
57,55
78,55
85,55
15,56
23,56
50,56
68,56
80,56
83,56
8,57
18,57
24,57
26,57
33,57
45,57
52,57
55,57
78,57
85,57
89,57
96,57
28,58
47,58
77,58
4,59
21,59
29,59
51,59
89,59
27,60
29,60
51,60
61,60
89,60
18,61
24,61
60,61
67,61
89,61
30,62
75,62
94,62
100,62
9,63
17,63
28,63
40,63
44,63
47,63
77,63
88,63
89,63
97,63
99,63
2,64
4,64
35,64
70,64
100,64
44,65
47,65
17,66
38,66
61,67
89,67
91,67
23,68
50,68
56,68
80,68
83,68
6,69
7,69
11,69
14,69
21,69
32,69
50,69
53,69
82,69
84,69
89,69
91,69
2,70
3,70
4,70
10,70
37,70
38,70
64,70
47,71
81,71
20,72
89,72
91,72
18,73
24,73
31,73
54,73
84,73
86,73
92,73
30,74
94,74
100,74
30,75
62,75
94,75
100,75
18,76
24,76
31,76
42,76
48,76
54,76
84,76
86,76
28,77
40,77
47,77
58,77
63,77
81,77
90,77
97,77
8,78
55,78
57,78
85,78
49,80
50,80
56,80
68,80
83,80
38,81
44,81
47,81
71,81
77,81
14,82
24,82
32,82
43,82
69,82
15,83
50,83
56,83
68,83
80,83
18,84
22,84
24,84
31,84
48,84
54,84
69,84
73,84
76,84
86,84
18,85
26,85
52,85
55,85
57,85
78,85
96,85
18,86
24,86
31,86
34,86
73,86
76,86
84,86
92,86
12,87
39,87
46,87
88,87
91,87
39,88
46,88
63,88
87,88
1,89
20,89
23,89
27,89
29,89
37,89
51,89
57,89
59,89
60,89
61,89
63,89
67,89
69,89
72,89
91,89
28,90
47,90
77,90
38,91
67,91
69,91
72,91
87,91
89,91
18,92
31,92
34,92
42,92
54,92
73,92
86,92
38,93
30,94
62,94
74,94
75,94
100,94
28,95
47,95
45,96
52,96
57,96
85,96
18,97
28,97
47,97
63,97
77,97
4,98
17,98
38,98
47,99
63,99
16,100
19,100
30,100
41,100
62,100
64,100
74,100
75,100
94,100
