30,1
31,1
51,1
52,1
53,1
60,1
89,1
98,1
16,2
21,2
4,3
46,3
66,3
84,3
3,4
16,4
23,4
46,4
52,4
66,4
70,4
84,4
88,4
90,4
93,4
21,5
67,6
83,6
86,6
90,6
20,7
21,7
29,7
37,7
41,7
44,7
58,7
65,7
70,7
71,7
78,7
80,7
82,7
87,7
91,7
92,7
96,7
97,7
13,8
47,8
61,8
72,8
74,8
11,9
21,9
25,9
27,9
34,9
35,9
38,9
42,9
43,9
46,9
56,9
58,9
75,9
77,9
81,9
92,9
12,10
48,10
49,10
62,10
9,11
27,11
34,11
42,11
58,11
81,11
10,12
19,12
45,12
53,12
63,12
77,12
100,12
8,13
72,13
53,14
89,14
24,15
27,15
58,15
75,15
2,16
4,16
46,16
66,16
70,16
84,16
88,16
93,16
18,17
22,17
26,17
33,17
39,17
54,17
64,17
73,17
76,17
82,17
85,17
95,17
17,18
69,18
95,18
12,19
45,19
7,20
37,20
44,20
65,20
66,20
71,20
78,20
80,20
87,20
91,20
96,20
97,20
2,21
5,21
7,21
9,21
31,21
36,21
55,21
58,21
82,21
85,21
17,22
26,22
39,22
73,22
85,22
95,22
4,23
46,23
66,23
70,23
84,23
15,24
58,24
92,24
9,25
51,25
58,25
17,26
22,26
73,26
82,26
85,26
95,26
9,27
11,27
15,27
28,27
34,27
42,27
58,27
63,27
75,27
78,27
81,27
95,27
27,28
58,28
7,29
1,30
51,30
52,30
53,30
60,30
68,30
89,30
91,30
98,30
1,31
21,31
46,31
52,31
53,31
60,31
68,31
98,31
67,32
83,32
86,32
90,32
17,33
40,33
67,33
83,33
86,33
90,33
9,34
11,34
27,34
38,34
58,34
75,34
92,34
9,35
56,35
58,35
21,36
91,36
7,37
20,37
97,37
9,38
34,38
58,38
65,38
17,39
22,39
73,39
85,39
86,39
95,39
33,40
67,40
90,40
7,41
97,41
9,42
11,42
27,42
56,42
58,42
75,42
81,42
9,43
48,43
49,43
54,43
59,43
62,43
94,43
97,43
7,44
20,44
87,44
98,44
12,45
19,45
63,45
100,45
3,46
4,46
9,46
16,46
23,46
31,46
50,46
51,46
66,46
70,46
84,46
88,46
93,46
8,47
57,47
72,47
74,47
10,48
43,48
49,48
54,48
59,48
62,48
94,48
10,49
43,49
48,49
53,49
62,49
46,50
58,50
66,50
70,50
84,50
1,51
25,51
30,51
46,51
52,51
53,51
60,51
89,51
1,52
4,52
30,52
31,52
51,52
53,52
58,52
98,52
1,53
12,53
14,53
30,53
31,53
49,53
51,53
52,53
58,53
60,53
66,53
68,53
76,53
89,53
98,53
17,54
43,54
48,54
62,54
65,54
89,54
94,54
21,55
9,56
35,56
42,56
58,56
81,56
47,57
61,57
72,57
74,57
79,57
7,58
9,58
11,58
15,58
21,58
24,58
25,58
27,58
28,58
34,58
35,58
38,58
42,58
50,58
52,58
53,58
56,58
64,58
75,58
81,58
90,58
92,58
43,59
48,59
62,59
1,60
30,60
31,60
51,60
53,60
89,60
98,60
8,61
57,61
72,61
74,61
10,62
43,62
48,62
49,62
54,62
59,62
94,62
12,63
27,63
45,63
77,63
17,64
58,64
85,64
95,64
7,65
20,65
38,65
54,65
71,65
78,65
80,65
3,66
4,66
16,66
20,66
23,66
46,66
50,66
53,66
70,66
84,66
88,66
93,66
99,66
6,67
32,67
33,67
40,67
83,67
86,67
90,67
30,68
31,68
53,68
76,68
18,69
95,69
4,70
7,70
16,70
23,70
46,70
50,70
66,70
84,70
7,71
20,71
65,71
97,71
8,72
13,72
47,72
57,72
61,72
74,72
79,72
91,72
17,73
22,73
26,73
39,73
82,73
85,73
86,73
90,73
95,73
8,74
47,74
57,74
61,74
72,74
84,74
9,75
15,75
27,75
34,75
42,75
58,75
92,75
17,76
53,76
68,76
9,77
12,77
63,77
7,78
20,78
27,78
65,78
80,78
87,78
57,79
72,79
7,80
20,80
65,80
78,80
91,80
9,81
11,81
27,81
42,81
56,81
58,81
90,81
7,82
17,82
21,82
26,82
73,82
85,82
95,82
6,83
32,83
33,83
67,83
90,83
3,84
4,84
16,84
23,84
46,84
50,84
66,84
70,84
74,84
88,84
93,84
17,85
21,85
22,85
26,85
39,85
64,85
73,85
82,85
95,85
6,86
32,86
33,86
39,86
67,86
73,86
90,86
7,87
20,87
44,87
78,87
91,87
97,87
4,88
16,88
46,88
66,88
84,88
1,89
14,89
30,89
51,89
53,89
54,89
60,89
4,90
6,90
32,90
33,90
40,90
58,90
67,90
73,90
81,90
83,90
86,90
7,91
20,91
30,91
36,91
72,91
80,91
87,91
97,91
7,92
9,92
24,92
34,92
58,92
75,92
4,93
16,93
46,93
66,93
84,93
43,94
48,94
54,94
62,94
17,95
18,95
22,95
26,95
27,95
39,95
64,95
69,95
73,95
82,95
85,95
7,96
20,96
97,96
7,97
20,97
37,97
41,97
43,97
71,97
87,97
91,97
96,97
1,98
30,98
31,98
44,98
52,98
53,98
60,98
66,99
12,100
45,100
