23,1
27,1
47,1
57,1
67,1
72,1
74,1
78,1
79,1
81,1
83,1
91,1
98,1
3,2
8,2
19,2
41,2
64,2
77,2
2,3
7,3
14,3
17,3
26,3
29,3
37,3
49,3
51,3
53,3
56,3
57,3
65,3
68,3
76,3
87,3
89,3
95,3
98,3
46,4
66,4
75,4
80,4
14,5
21,5
36,5
57,5
61,5
100,5
17,6
31,6
69,6
88,6
3,7
18,7
26,7
82,7
94,7
2,8
12,8
19,8
41,8
45,8
63,8
64,8
27,9
56,9
58,9
27,10
56,10
27,11
29,11
55,11
56,11
92,11
8,12
41,12
45,12
64,12
57,13
74,13
3,14
5,14
49,14
53,14
95,14
27,15
56,15
30,16
46,16
75,16
93,16
3,17
6,17
22,17
25,17
31,17
37,17
62,17
69,17
86,17
88,17
90,17
7,18
26,18
94,18
2,19
8,19
23,19
35,19
41,19
45,19
63,19
64,19
25,20
52,20
5,21
36,21
61,21
100,21
17,22
31,22
54,22
69,22
86,22
88,22
90,22
1,23
19,23
57,23
79,23
27,24
29,24
56,24
17,25
20,25
27,25
52,25
56,25
96,25
97,25
3,26
7,26
18,26
29,26
32,26
73,26
82,26
94,26
1,27
9,27
10,27
11,27
15,27
24,27
25,27
28,27
29,27
33,27
34,27
35,27
38,27
42,27
55,27
56,27
58,27
71,27
87,27
27,28
35,28
55,28
56,28
3,29
11,29
24,29
26,29
27,29
34,29
38,29
42,29
55,29
56,29
71,29
16,30
31,30
46,30
75,30
93,30
99,30
6,31
17,31
22,31
30,31
40,31
45,31
60,31
62,31
69,31
86,31
88,31
90,31
26,32
73,32
94,32
27,33
34,33
56,33
27,34
29,34
33,34
56,34
19,35
27,35
28,35
55,35
56,35
5,36
21,36
61,36
3,37
17,37
49,37
53,37
76,37
79,37
27,38
29,38
56,38
94,38
73,39
82,39
94,39
99,39
31,40
2,41
8,41
12,41
19,41
45,41
64,41
27,42
29,42
56,42
92,42
46,43
48,43
50,43
52,43
54,43
59,43
87,43
57,44
8,45
12,45
19,45
31,45
41,45
56,45
64,45
77,45
4,46
16,46
30,46
43,46
54,46
66,46
75,46
80,46
84,46
89,46
93,46
99,46
1,47
57,47
91,47
43,48
54,48
59,48
70,48
87,48
3,49
14,49
37,49
57,49
65,49
68,49
76,49
89,49
43,50
59,50
70,50
87,50
3,51
65,51
98,51
20,52
25,52
43,52
88,52
96,52
3,53
14,53
37,53
56,53
65,53
76,53
22,54
43,54
46,54
48,54
57,54
59,54
70,54
87,54
11,55
27,55
28,55
29,55
35,55
56,55
80,55
92,55
3,56
9,56
10,56
11,56
15,56
24,56
25,56
27,56
28,56
29,56
33,56
34,56
35,56
38,56
42,56
45,56
53,56
55,56
58,56
61,56
69,56
71,56
76,56
88,56
92,56
1,57
3,57
5,57
13,57
23,57
44,57
47,57
49,57
54,57
61,57
74,57
78,57
79,57
83,57
91,57
9,58
27,58
56,58
43,59
48,59
50,59
54,59
69,59
70,59
87,59
31,60
86,60
5,61
21,61
36,61
56,61
57,61
79,61
100,61
17,62
31,62
88,62
8,63
19,63
77,63
2,64
8,64
12,64
19,64
41,64
45,64
3,65
49,65
51,65
53,65
68,65
76,65
95,65
4,66
46,66
99,66
1,67
91,67
3,68
49,68
65,68
80,68
6,69
17,69
22,69
31,69
56,69
59,69
86,69
88,69
90,69
48,70
50,70
54,70
59,70
87,70
27,71
29,71
56,71
1,72
83,72
26,73
32,73
39,73
85,73
94,73
1,74
13,74
57,74
78,74
79,74
83,74
91,74
4,75
16,75
30,75
46,75
80,75
93,75
99,75
3,76
37,76
49,76
53,76
56,76
65,76
2,77
45,77
63,77
1,78
57,78
74,78
91,78
1,79
23,79
37,79
57,79
61,79
74,79
81,79
83,79
86,79
91,79
4,80
46,80
55,80
68,80
75,80
93,80
1,81
79,81
83,81
7,82
26,82
39,82
94,82
1,83
57,83
72,83
74,83
79,83
81,83
91,83
46,84
99,84
73,85
17,86
22,86
31,86
60,86
69,86
79,86
90,86
3,87
27,87
43,87
48,87
50,87
54,87
59,87
70,87
94,87
100,87
6,88
17,88
22,88
31,88
52,88
56,88
62,88
69,88
90,88
3,89
46,89
49,89
95,89
17,90
22,90
31,90
69,90
86,90
88,90
1,91
47,91
57,91
67,91
74,91
78,91
79,91
83,91
11,92
42,92
55,92
56,92
16,93
30,93
46,93
75,93
80,93
7,94
18,94
26,94
32,94
38,94
39,94
73,94
82,94
87,94
3,95
14,95
65,95
89,95
25,96
52,96
97,96
25,97
96,97
1,98
3,98
51,98
30,99
39,99
46,99
66,99
75,99
84,99
5,100
21,100
61,100
87,100
